,Train Accuracy,Test Accuracy,Loss
0,0.07007575757575757,0.23555555555555555,3.370046615600586
1,0.3446969696969697,0.25333333333333335,1.8683921098709106
2,0.36553030303030304,0.31555555555555553,1.943853735923767
3,0.2803030303030303,0.17333333333333334,2.243760585784912
4,0.2765151515151515,0.26666666666666666,2.157137155532837
5,0.32575757575757575,0.30666666666666664,2.1211984157562256
6,0.3181818181818182,0.27555555555555555,1.2556612491607666
7,0.3806818181818182,0.26222222222222225,1.5255630016326904
8,0.3371212121212121,0.25333333333333335,1.6682450771331787
9,0.3162878787878788,0.30666666666666664,1.5354758501052856
10,0.30113636363636365,0.3288888888888889,1.5401536226272583
11,0.3465909090909091,0.28444444444444444,1.863931655883789
12,0.32196969696969696,0.3333333333333333,1.3707648515701294
13,0.3314393939393939,0.25333333333333335,1.5010381937026978
14,0.3390151515151515,0.29777777777777775,1.5922222137451172
15,0.3143939393939394,0.28888888888888886,1.2098764181137085
16,0.32386363636363635,0.3022222222222222,1.519261360168457
17,0.3560606060606061,0.24444444444444444,1.44342041015625
18,0.35984848484848486,0.29777777777777775,1.3069313764572144
19,0.3484848484848485,0.27111111111111114,1.1435978412628174
20,0.3522727272727273,0.23555555555555555,1.1007071733474731
21,0.39204545454545453,0.3111111111111111,1.2739439010620117
22,0.4034090909090909,0.26222222222222225,1.0731028318405151
23,0.3522727272727273,0.24444444444444444,1.3416489362716675
24,0.39015151515151514,0.26666666666666666,1.4294151067733765
25,0.3806818181818182,0.3111111111111111,1.1485798358917236
26,0.38825757575757575,0.24888888888888888,1.3392521142959595
27,0.4071969696969697,0.26666666666666666,0.9793577194213867
28,0.4166666666666667,0.28888888888888886,1.3477728366851807
29,0.42424242424242425,0.3511111111111111,1.11245858669281
30,0.4431818181818182,0.27111111111111114,0.7257164120674133
31,0.4071969696969697,0.3333333333333333,0.9404593706130981
32,0.42613636363636365,0.3022222222222222,0.947693943977356
33,0.45075757575757575,0.29333333333333333,1.0501428842544556
34,0.3977272727272727,0.32,0.8938040137290955
35,0.42803030303030304,0.3288888888888889,1.1157962083816528
36,0.44886363636363635,0.27111111111111114,0.9615357518196106
37,0.4412878787878788,0.3022222222222222,1.1000508069992065
38,0.44886363636363635,0.3333333333333333,0.9189443588256836
39,0.45454545454545453,0.29777777777777775,0.9096646904945374
40,0.4659090909090909,0.32,0.9656376242637634
41,0.4734848484848485,0.3333333333333333,1.023485779762268
42,0.48863636363636365,0.3288888888888889,0.7072569727897644
43,0.5056818181818182,0.31555555555555553,0.7700478434562683
44,0.5454545454545454,0.3377777777777778,0.8190255761146545
45,0.5075757575757576,0.3288888888888889,0.9069843292236328
46,0.48863636363636365,0.28888888888888886,0.7193861603736877
47,0.5227272727272727,0.29777777777777775,0.7882155179977417
48,0.5321969696969697,0.31555555555555553,0.8118512034416199
49,0.5416666666666666,0.32,0.6515092849731445
50,0.5454545454545454,0.3244444444444444,0.6756605505943298
51,0.5511363636363636,0.32,0.5644432306289673
52,0.5681818181818182,0.3333333333333333,0.6832302212715149
53,0.5681818181818182,0.30666666666666664,0.5251074433326721
54,0.5643939393939394,0.29333333333333333,0.7154169082641602
55,0.5833333333333334,0.3466666666666667,0.608272135257721
56,0.6022727272727273,0.3244444444444444,0.6377827525138855
57,0.6136363636363636,0.37333333333333335,0.3867383301258087
58,0.5965909090909091,0.32,0.6533794403076172
59,0.6287878787878788,0.30666666666666664,0.5213865041732788
60,0.6401515151515151,0.3288888888888889,0.5464352965354919
61,0.5738636363636364,0.3022222222222222,0.6322318315505981
62,0.6098484848484849,0.3244444444444444,0.5292009115219116
63,0.625,0.31555555555555553,0.4935939311981201
64,0.6325757575757576,0.35555555555555557,0.46924611926078796
65,0.6325757575757576,0.30666666666666664,0.45797666907310486
66,0.6496212121212122,0.32,0.4938425123691559
67,0.6401515151515151,0.3288888888888889,0.49792781472206116
68,0.7102272727272727,0.3333333333333333,0.46730557084083557
69,0.6666666666666666,0.35555555555555557,0.3648788034915924
70,0.6742424242424242,0.35555555555555557,0.4471440017223358
71,0.6950757575757576,0.37333333333333335,0.25485843420028687
72,0.6742424242424242,0.3422222222222222,0.3957122266292572
73,0.7102272727272727,0.36,0.42909669876098633
74,0.6988636363636364,0.3688888888888889,0.3315800130367279
75,0.7253787878787878,0.3511111111111111,0.40690523386001587
76,0.7178030303030303,0.36444444444444446,0.34012869000434875
77,0.7556818181818182,0.3511111111111111,0.2269294559955597
78,0.7632575757575758,0.3377777777777778,0.3926530182361603
79,0.7367424242424242,0.3466666666666667,0.29024451971054077
80,0.7462121212121212,0.3288888888888889,0.30367225408554077
81,0.7443181818181818,0.3688888888888889,0.2077672779560089
82,0.75,0.38666666666666666,0.17438003420829773
83,0.7954545454545454,0.36,0.2272457778453827
84,0.7784090909090909,0.35555555555555557,0.2967067062854767
85,0.7878787878787878,0.3111111111111111,0.23667168617248535
86,0.7632575757575758,0.36,0.2860860824584961
