,Train Accuracy,Test Accuracy,Loss
0,0.27721221613155833,0.33015873015873015,1.4850687980651855
1,0.3375097885669538,0.3198412698412698,1.3971418142318726
2,0.3116679718089272,0.32857142857142857,1.3875799179077148
3,0.31949882537196556,0.32222222222222224,1.3746263980865479
4,0.33829287392325763,0.3277777777777778,1.41009521484375
5,0.3288958496476116,0.33174603174603173,1.365350604057312
6,0.32341425215348474,0.3412698412698413,1.410822868347168
7,0.32341425215348474,0.3412698412698413,1.3973428010940552
8,0.34299138606108065,0.346031746031746,1.3339602947235107
9,0.3422083007047768,0.3611111111111111,1.3784220218658447
10,0.3586530931871574,0.36507936507936506,1.306478500366211
11,0.36726703210649964,0.3753968253968254,1.2949696779251099
12,0.39075959279561473,0.38571428571428573,1.2765661478042603
13,0.447141738449491,0.4119047619047619,1.1566110849380493
14,0.5011746280344558,0.48174603174603176,1.0292749404907227
15,0.543461237274863,0.503968253968254,0.9079482555389404
16,0.6170712607674237,0.5222222222222223,0.842497706413269
17,0.6217697729052467,0.5626984126984127,0.7104373574256897
18,0.6891151135473766,0.573015873015873,0.6376842856407166
19,0.73061863743148,0.6182539682539683,0.5105927586555481
20,0.7619420516836335,0.6301587301587301,0.4600236713886261
21,0.8136256851996868,0.6888888888888889,0.3253238797187805
22,0.8809710258418167,0.7547619047619047,0.26929280161857605
23,0.9091620986687549,0.8071428571428572,0.17459332942962646
24,0.9232576350822239,0.7722222222222223,0.21077896654605865
25,0.9381362568519969,0.8317460317460318,0.09525011479854584
26,0.9436178543461238,0.8007936507936508,0.16120034456253052
27,0.9584964761158966,0.7603174603174603,0.13252143561840057
28,0.9545810493343775,0.7833333333333333,0.08115231245756149
29,0.9451840250587314,0.8238095238095238,0.09598333388566971
30,0.971025841816758,0.8484126984126984,0.05987190827727318
31,0.9874706342991386,0.8801587301587301,0.07359150797128677
32,0.9890368050117463,0.8896825396825396,0.03808550536632538
33,0.9898198903680501,0.8746031746031746,0.017816493287682533
34,0.9921691464369616,0.8960317460317461,0.014111097902059555
35,0.9929522317932654,0.8785714285714286,0.01579074189066887
36,0.9945184025058731,0.8992063492063492,0.023691672831773758
37,0.9984338292873923,0.8904761904761904,0.010377797298133373
38,0.9984338292873923,0.9007936507936508,0.01801890879869461
39,0.9984338292873923,0.9031746031746032,0.0073584518395364285
40,0.9976507439310884,0.9095238095238095,0.004069885704666376
41,0.9984338292873923,0.8992063492063492,0.01710621640086174
42,0.9992169146436961,0.9119047619047619,0.0027119650039821863
43,1.0,0.9047619047619048,0.00881149247288704
44,1.0,0.9103174603174603,0.0035095957573503256
45,1.0,0.9103174603174603,0.0021254923194646835
46,1.0,0.9166666666666666,0.003239185782149434
47,1.0,0.9206349206349206,0.003923874348402023
48,1.0,0.9182539682539682,0.002970807021483779
49,0.9992169146436961,0.9103174603174603,0.0007988446741364896
50,1.0,0.9079365079365079,0.0007119488436728716
51,1.0,0.9230158730158731,0.0006001212168484926
52,1.0,0.9222222222222223,0.0024130933452397585
53,1.0,0.9246031746031746,0.0015297926729544997
54,0.9992169146436961,0.9174603174603174,0.001631154678761959
55,1.0,0.9214285714285714,0.0015236743493005633
56,1.0,0.9198412698412698,0.0008214355912059546
57,1.0,0.9119047619047619,0.0008715468575246632
58,1.0,0.903968253968254,0.0019355377880856395
59,0.9992169146436961,0.9071428571428571,0.0029649981297552586
60,0.9992169146436961,0.9111111111111111,0.0005498242098838091
61,1.0,0.9166666666666666,0.0016392174875363708
62,1.0,0.915079365079365,0.0019661791156977415
63,1.0,0.9119047619047619,0.0011073274072259665
64,1.0,0.9222222222222223,0.0005088905454613268
65,1.0,0.9206349206349206,0.0005492792697623372
66,1.0,0.9182539682539682,0.0008763523655943573
67,1.0,0.9349206349206349,0.000566408212762326
68,1.0,0.9206349206349206,0.0005923432181589305
69,1.0,0.9158730158730158,0.0009312320034950972
70,1.0,0.9222222222222223,0.00021483680757228285
71,1.0,0.9198412698412698,0.0003479548904579133
72,1.0,0.9198412698412698,0.00043278236989863217
73,1.0,0.9230158730158731,0.0004029335977975279
74,1.0,0.919047619047619,0.0007397664012387395
75,1.0,0.9253968253968254,0.0004070950672030449
76,1.0,0.9158730158730158,0.0002546434407122433
77,1.0,0.926984126984127,0.001540567958727479
78,1.0,0.9246031746031746,0.00024125483469106257
79,1.0,0.9230158730158731,0.00024426449090242386
80,1.0,0.930952380952381,0.000602362968493253
81,1.0,0.9047619047619048,0.0006202103104442358
82,1.0,0.9126984126984127,0.0001370194659102708
83,1.0,0.9373015873015873,0.00029721198370680213
84,1.0,0.9222222222222223,0.00011491156328702345
85,1.0,0.9174603174603174,0.00016071270511019975
86,1.0,0.9206349206349206,0.0011685359058901668
87,1.0,0.9206349206349206,0.00019502019858919084
88,1.0,0.9277777777777778,7.602146797580644e-05
89,1.0,0.9214285714285714,0.0004898170591332018
90,1.0,0.9246031746031746,0.0001981660898309201
91,0.9992169146436961,0.8976190476190476,0.0003235680633224547
92,0.9882537196554424,0.8293650793650794,0.052643392235040665
93,0.9733750978856696,0.6952380952380952,0.1592048853635788
94,0.980422866092404,0.8595238095238096,0.03971955552697182
95,0.9882537196554424,0.8817460317460317,0.00886150449514389
96,0.9890368050117463,0.8976190476190476,0.010863031260669231
97,0.995301487862177,0.8857142857142857,0.006407205015420914
98,0.9992169146436961,0.9142857142857143,0.004458514042198658
99,0.9984338292873923,0.8984126984126984,0.002264629816636443
